iter	Passed	Remaining
257	2606	7496
258	2615	7484
259	2625	7472
260	2634	7460
261	2643	7447
262	2653	7437
263	2663	7425
264	2672	7413
265	2681	7400
266	2691	7387
267	2700	7375
268	2709	7362
269	2723	7364
270	2741	7374
271	2754	7373
272	2764	7362
273	2775	7354
274	2786	7345
275	2795	7332
276	2804	7319
277	2813	7308
278	2822	7295
279	2832	7282
280	2842	7273
281	2852	7262
282	2862	7251
283	2871	7238
284	2880	7226
285	2889	7214
286	2899	7203
287	2908	7191
288	2918	7180
289	2928	7168
290	2937	7156
291	2947	7145
292	2956	7134
293	2966	7123
294	2976	7112
295	2985	7101
296	2995	7090
297	3004	7077
298	3014	7066
299	3023	7054
300	3032	7042
301	3042	7032
302	3051	7020
303	3061	7009
304	3071	6997
305	3080	6987
306	3090	6975
307	3099	6964
308	3108	6952
309	3118	6940
310	3127	6929
311	3137	6918
312	3147	6908
313	3158	6900
314	3168	6890
315	3178	6879
316	3187	6867
317	3197	6856
318	3206	6844
319	3215	6833
320	3225	6823
321	3235	6811
322	3244	6800
323	3254	6790
324	3263	6778
325	3273	6767
326	3282	6755
327	3292	6745
328	3301	6733
329	3310	6722
330	3320	6710
331	3329	6699
332	3339	6689
333	3348	6677
334	3359	6667
335	3368	6656
336	3378	6646
337	3389	6637
338	3399	6628
339	3409	6618
340	3419	6608
341	3429	6598
342	3438	6587
343	3448	6575
344	3457	6564
345	3467	6553
346	3476	6542
347	3485	6531
348	3495	6519
349	3504	6508
350	3514	6497
351	3524	6488
352	3533	6476
353	3543	6465
354	3552	6454
355	3561	6443
356	3571	6433
357	3581	6422
358	3591	6412
359	3601	6403
360	3610	6391
361	3620	6381
362	3629	6369
363	3639	6359
364	3649	6348
365	3657	6336
366	3666	6324
367	3675	6312
368	3685	6301
369	3694	6290
370	3704	6280
371	3714	6269
372	3723	6258
373	3732	6247
374	3741	6235
375	3750	6224
376	3760	6214
377	3770	6204
378	3779	6193
379	3789	6182
380	3799	6172
381	3808	6161
382	3818	6150
383	3827	6139
384	3836	6129
385	3846	6118
386	3855	6106
387	3864	6095
388	3873	6084
389	3882	6073
390	3891	6061
391	3900	6050
392	3910	6039
393	3919	6028
394	3929	6019
395	3938	6007
396	3948	5997
397	3957	5985
398	3966	5974
399	3975	5963
400	3985	5952
401	3994	5941
402	4003	5931
403	4013	5921
404	4028	5918
405	4038	5908
406	4048	5898
407	4057	5886
408	4066	5876
409	4076	5866
410	4085	5854
411	4094	5843
412	4103	5832
413	4112	5821
414	4122	5811
415	4132	5800
416	4141	5789
417	4150	5779
418	4159	5768
419	4168	5756
420	4178	5746
421	4187	5734
422	4196	5724
423	4205	5713
424	4215	5703
425	4224	5692
426	4234	5682
427	4243	5671
428	4252	5660
429	4262	5649
430	4271	5638
431	4280	5627
432	4289	5616
433	4298	5605
434	4307	5595
435	4317	5584
436	4326	5573
437	4335	5562
438	4344	5551
439	4353	5541
440	4364	5532
441	4373	5521
442	4383	5511
443	4392	5500
444	4401	5490
445	4412	5480
446	4421	5469
447	4430	5459
448	4440	5448
449	4449	5437
450	4458	5426
451	4467	5415
452	4476	5405
453	4485	5394
454	4510	5402
455	4519	5392
456	4529	5381
457	4538	5371
458	4548	5360
459	4557	5349
460	4565	5338
461	4574	5327
462	4584	5317
463	4594	5307
464	4604	5297
465	4615	5288
466	4624	5278
467	4635	5269
468	4645	5259
469	4655	5249
470	4666	5240
471	4676	5231
472	4685	5220
473	4695	5210
474	4705	5200
475	4714	5189
476	4724	5180
477	4733	5169
478	4742	5158
479	4751	5147
480	4761	5137
481	4770	5126
482	4779	5116
483	4789	5105
484	4798	5094
485	4807	5084
486	4817	5075
487	4826	5064
488	4837	5054
489	4846	5044
490	4867	5046
491	4877	5036
492	4887	5025
493	4896	5015
494	4906	5005
495	4916	4995
496	4925	4985
497	4935	4975
498	4945	4965
499	4955	4955
500	4964	4944
501	4973	4933
502	4982	4923
503	4992	4912
504	5001	4902
505	5010	4891
506	5019	4881
507	5029	4870
508	5039	4860
509	5049	4851
510	5058	4841
511	5068	4830
512	5078	4821
513	5088	4811
514	5097	4800
515	5106	4790
516	5116	4780
517	5125	4769
518	5135	4759
519	5144	4748
520	5153	4738
521	5164	4728
522	5173	4718
523	5183	4708
524	5193	4698
525	5203	4688
526	5212	4678
527	5222	4668
528	5231	4657
529	5243	4649
530	5253	4640
531	5263	4630
532	5272	4619
533	5282	4609
534	5291	4598
535	5301	4589
536	5310	4578
537	5320	4568
538	5329	4558
539	5338	4547
540	5348	4538
541	5358	4528
542	5367	4517
543	5377	4507
544	5386	4497
545	5396	4487
546	5406	4477
547	5416	4467
548	5425	4456
549	5434	4446
550	5443	4435
551	5452	4425
552	5461	4415
553	5471	4404
554	5481	4394
555	5490	4384
556	5499	4373
557	5508	4363
558	5518	4353
559	5527	4343
560	5537	4332
561	5547	4323
562	5556	4313
563	5566	4303
564	5575	4292
565	5584	4282
566	5593	4271
567	5602	4261
568	5612	4251
569	5621	4240
570	5630	4230
571	5639	4220
572	5648	4209
573	5658	4199
574	5667	4188
575	5677	4179
576	5687	4169
577	5699	4161
578	5713	4154
579	5728	4148
580	5740	4139
581	5749	4129
582	5759	4119
583	5770	4110
584	5780	4100
585	5789	4090
586	5798	4079
587	5808	4069
588	5817	4059
589	5827	4049
590	5836	4038
591	5845	4028
592	5854	4018
593	5863	4007
594	5873	3997
595	5882	3987
596	5892	3977
597	5902	3967
598	5911	3957
599	5921	3947
600	5930	3937
601	5939	3926
602	5948	3916
603	5958	3906
604	5968	3896
605	5978	3886
606	5988	3877
607	5997	3866
608	6006	3856
609	6015	3846
610	6025	3836
611	6035	3826
612	6044	3816
613	6054	3806
614	6063	3796
615	6073	3786
616	6083	3776
617	6093	3766
618	6102	3756
619	6111	3745
620	6121	3736
621	6130	3725
622	6140	3715
623	6149	3705
624	6158	3695
625	6168	3685
626	6176	3674
627	6185	3664
628	6194	3653
629	6205	3644
630	6214	3634
631	6223	3624
632	6233	3613
633	6242	3603
634	6251	3593
635	6260	3582
636	6269	3572
637	6278	3562
638	6288	3552
639	6297	3542
640	6307	3532
641	6316	3522
642	6325	3511
643	6335	3502
644	6344	3492
645	6353	3481
646	6363	3471
647	6372	3461
648	6381	3451
649	6391	3441
650	6401	3431
651	6409	3421
652	6419	3411
653	6428	3401
654	6438	3391
655	6447	3380
656	6456	3370
657	6465	3360
658	6473	3349
659	6483	3340
660	6493	3330
661	6502	3319
662	6511	3309
663	6520	3299
664	6530	3289
665	6539	3279
666	6548	3269
667	6558	3259
668	6567	3249
669	6576	3239
670	6585	3229
671	6595	3219
672	6603	3208
673	6613	3198
674	6622	3188
675	6632	3178
676	6641	3168
677	6650	3158
678	6660	3148
679	6669	3138
680	6679	3128
681	6688	3118
682	6698	3109
683	6707	3098
684	6717	3089
685	6726	3078
686	6735	3068
687	6745	3058
688	6754	3048
689	6763	3038
690	6772	3028
691	6782	3018
692	6792	3008
693	6801	2998
694	6810	2988
695	6819	2978
696	6829	2968
697	6838	2958
698	6848	2949
699	6858	2939
700	6868	2929
701	6879	2920
702	6889	2910
703	6899	2900
704	6910	2891
705	6921	2882
706	6930	2872
707	6940	2862
708	6949	2852
709	6959	2842
710	6968	2832
711	6978	2822
712	6987	2812
713	6996	2802
714	7006	2792
715	7015	2782
716	7024	2772
717	7033	2762
718	7043	2752
719	7052	2742
720	7062	2732
721	7071	2722
722	7081	2712
723	7090	2703
724	7100	2693
725	7109	2683
726	7119	2673
727	7128	2663
728	7138	2653
729	7148	2643
730	7157	2634
731	7167	2624
732	7176	2613
733	7185	2604
734	7195	2594
735	7204	2584
736	7214	2574
737	7224	2564
738	7233	2554
739	7242	2544
740	7252	2534
741	7261	2524
742	7271	2515
743	7280	2505
744	7290	2495
745	7299	2485
746	7309	2475
747	7319	2466
748	7329	2456
749	7339	2446
750	7348	2436
751	7358	2426
752	7368	2416
753	7378	2407
754	7390	2398
755	7400	2388
756	7409	2378
757	7420	2368
758	7431	2359
759	7440	2349
760	7450	2339
761	7459	2329
762	7468	2319
763	7478	2309
764	7488	2300
765	7497	2290
766	7506	2280
767	7516	2270
768	7526	2260
769	7536	2251
770	7545	2241
771	7555	2231
772	7564	2221
773	7574	2211
774	7584	2201
775	7594	2192
776	7603	2182
777	7613	2172
778	7622	2162
779	7632	2152
780	7642	2143
781	7652	2133
782	7661	2123
783	7670	2113
784	7680	2103
785	7689	2093
786	7699	2083
787	7708	2073
788	7717	2063
789	7727	2054
790	7736	2044
791	7746	2034
792	7755	2024
793	7764	2014
794	7774	2004
795	7784	1994
796	7793	1984
797	7802	1975
798	7811	1965
799	7821	1955
800	7830	1945
801	7840	1935
802	7849	1925
803	7859	1915
804	7868	1905
805	7877	1896
806	7886	1886
807	7896	1876
808	7905	1866
809	7915	1856
810	7924	1846
811	7934	1836
812	7943	1827
813	7952	1817
814	7961	1807
815	7970	1797
816	7980	1787
817	7989	1777
818	7998	1767
819	8007	1757
820	8016	1747
821	8025	1737
822	8034	1728
823	8044	1718
824	8054	1708
825	8064	1698
826	8073	1688
827	8083	1679
828	8096	1670
829	8111	1661
830	8125	1652
831	8135	1642
832	8147	1633
833	8156	1623
834	8165	1613
835	8175	1603
836	8184	1593
837	8193	1584
838	8203	1574
839	8212	1564
840	8221	1554
841	8230	1544
842	8240	1534
843	8248	1524
844	8258	1514
845	8267	1505
846	8277	1495
847	8286	1485
848	8295	1475
849	8305	1465
850	8315	1455
851	8326	1446
852	8335	1436
853	8345	1426
854	8354	1416
855	8363	1407
856	8373	1397
857	8382	1387
858	8392	1377
859	8401	1367
860	8410	1357
861	8419	1347
862	8429	1338
863	8438	1328
864	8448	1318
865	8458	1308
866	8467	1298
867	8478	1289
868	8487	1279
869	8497	1269
870	8507	1259
871	8517	1250
872	8527	1240
873	8537	1230
874	8546	1220
875	8556	1211
876	8565	1201
877	8574	1191
878	8583	1181
879	8592	1171
880	8602	1161
881	8611	1152
882	8622	1142
883	8631	1132
884	8641	1122
885	8651	1113
886	8660	1103
887	8670	1093
888	8679	1083
889	8689	1073
890	8698	1064
891	8708	1054
892	8717	1044
893	8726	1034
894	8736	1024
895	8745	1015
896	8755	1005
897	8765	995
898	8775	985
899	8784	976
900	8793	966
901	8802	956
902	8813	946
903	8822	936
904	8832	927
905	8841	917
906	8851	907
907	8861	897
908	8870	888
909	8880	878
910	8889	868
911	8898	858
912	8908	848
913	8918	839
914	8927	829
915	8937	819
916	8946	809
917	8955	799
918	8965	790
919	8973	780
920	8983	770
921	8992	760
922	9002	750
923	9012	741
924	9020	731
925	9029	721
926	9038	711
927	9047	701
928	9056	692
929	9065	682
930	9074	672
931	9083	662
932	9091	652
933	9100	643
934	9109	633
935	9118	623
936	9127	613
937	9135	603
938	9144	594
939	9153	584
940	9163	574
941	9172	564
942	9181	554
943	9190	545
944	9199	535
945	9208	525
946	9216	515
947	9225	506
948	9234	496
949	9243	486
950	9251	476
951	9261	466
952	9270	457
953	9279	447
954	9289	437
955	9299	427
956	9308	418
957	9316	408
958	9327	398
959	9336	389
960	9345	379
961	9354	369
962	9363	359
963	9372	350
964	9381	340
965	9390	330
966	9399	320
967	9409	311
968	9418	301
969	9427	291
970	9436	281
971	9445	272
972	9454	262
973	9463	252
974	9472	242
975	9481	233
976	9489	223
977	9498	213
978	9508	203
979	9517	194
980	9527	184
981	9537	174
982	9546	165
983	9555	155
984	9564	145
985	9574	135
986	9582	126
987	9591	116
988	9600	106
989	9608	97
990	9617	87
991	9626	77
992	9635	67
993	9643	58
994	9653	48
995	9662	38
996	9672	29
997	9681	19
998	9689	9
999	9699	0
